0,1,1,0,0,0
1.166666667,0,0,1.166666667,1.166666667,1.166666667
1.166666667,0,0,1.166666667,1.166666667,1.166666667
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
