Nodes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,u,T,wait time
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,8.558730733333334,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,9.0,0
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,9,19.441269266666666,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,21.0,1.528428566666669
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,14,22.030302166666665,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,15,22.030302166666665,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,8.071774233333333,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,6,8.5,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,9.5,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,10.928225766666667,0
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,13,10.928225766666667,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,11.1974143,0
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,11,21.466602833333333,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,15,21.466602833333333,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,3.6607372666666667,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,4.0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,10,14.339262733333333,0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,15,14.339262733333333,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,8.9507758,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,9.0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,12,19.0492242,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,15,19.0492242,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

